id,"file","tag","English","Français"
597,"web/properties","mode","Modality","Modalité"
599,"web/properties","mode.rent","Properties for rent","Propiétés à louer"
598,"web/properties","mode.sale","Properties for sale","Propiétés a vendre"
1611,"web/properties","mode.transfer","Properties for ownership transfer","Propiétés pour le transfert de la possession"
614,"web/properties","more.any","Show all","Montre tout"
617,"web/properties","more.bath","Bathroom","Salle de bains"
618,"web/properties","more.baths","Bathrooms","Salles de bains"
620,"web/properties","more.price","Price","Prix"
615,"web/properties","more.room","Room","Chambre"
616,"web/properties","more.rooms","Rooms","Chambres"
613,"web/properties","more.show","Show more options","Afficher plus options"
619,"web/properties","more.sqm","Square meters","Mètres carrés"
634,"web/properties","moreinfo.email.customer.intro","<p>Hello :name,</p>											<p>We have received your request for more information about the property <a href=\":url\" target=\"_blank\">:title</a> and we will contact you soon.</p>											<p>In the meantime, we send you a PDF file with more information.</p>											<p>:sitename</p>"
633,"web/properties","moreinfo.email.customer.title","More information about property :title","Plus d'informations sur cette propiété"
632,"web/properties","moreinfo.email.manager.title","Information required for property ref. :ref","Information requise pour la propiété ref. :ref"
631,"web/properties","moreinfo.success","<p>Your message was successfully sent.</p><p>We will contact you as soon as possible.</p>","<p>Votre message a été envoyé avec succès.</p><p>"
629,"web/properties","related.title","Other properties that may interest you","d'autres propriétés qui peuvent vous intéresser"
626,"web/properties","search.results","Results","résultats"
742,"web/properties","search.results.many","Your search has returned :total properties","Votre recherche est retournée: total propieté"
672,"web/properties","search.results.more","More information","Plus d'information"
741,"web/properties","search.results.one","Your search has returned one properties",Votre recherche a renvoyé une propiété"
625,"web/properties","search.title","Search","Chercher"
621,"web/properties","services","Services","Services"
600,"web/properties","state","State","Etat"
601,"web/properties","state.any","All states","Tous les ëtats"
596,"web/properties","term","Enter your search","Entrex votre recherche"
595,"web/properties","title","Properties","Propiétés"
604,"web/properties","type","Type","Type"
605,"web/properties","type.any","All property types","Tous les types de propiété"
1613,"web/properties","type.aparthotel","Aparthotel","Aparthotel"
607,"web/properties","type.apartment","Apartment","Appartement"
1639,"web/properties","type.building","Building","Bâtiment"
1638,"web/properties","type.bungalow","Bungalow","Bungalow"
1637,"web/properties","type.chalet","Chalet","Chalet"
608,"web/properties","type.duplex","Duplex","Duplex"
1642,"web/properties","type.farmhouse","Farmhouse","Ferme - Masia"
1513,"web/properties","type.flat","Flat","Appartement"
1612,"web/properties","type.hotel","Hotel",·"Hotel"
606,"web/properties","type.house","House"," Maison"
1640,"web/properties","type.industrial","Industrial building","Bâtiment industriel"
611,"web/properties","type.lot","Lot"Lot"
609,"web/properties","type.penthouse","Penthouse","Attique"
1514,"web/properties","type.ranch","Ranch",Ranch"
1641,"web/properties","type.state","State","Etat"
612,"web/properties","type.store","Store"Magasin"
610,"web/properties","type.villa","Villa",Villa"
635,"web/search","button","Search","Chercher"
668,"web/search","price.asc","Price (cheaper first)","Prix (Moins cher d'abord)"
669,"web/search","price.desc","Price (more expensive first)","Prix (Plus cher d'abord)"
638,"web/search","quick.more","More options","Plus d'options"
637,"web/search","quick.title","Quick search","Recherche rapide"
667,"web/search","sort.title","Sort results","Trier les résultats"
670,"web/search","title.asc","Name (A-Z)","Nom (A-Z)"
671,"web/search","title.desc","Name (Z-A)","Nom (Z-A)"
636,"web/search","title.popup","Advanced search","Recherche avancée"
1168,"web/suspended","body","<p>If you are the administrator of this site, please contact us through our website :weburl</p>"
1169,"web/suspended","goto.account","Go to your account"
1167,"web/suspended","title","This site has been temporarily disabled"
